5,5
5,5
5,5
9,5
5,5
5,5
46,5
9,5
17,5
5,5
11,6
6,6
6,6
6,6
5,6
6,6
22,6
6,6
14,6
6,6
20,6
6,6
6,6
6,6
14,6
6,6
4,6
6,6
6,6
6,6
6,6
23,6
6,6
6,6
3,6
6,6
8,6
15,6
17,6
3,6
14,6
14,6
6,6
6,6
9,6
6,6
6,6
0,6
6,6
6,6
6,6
5,6
5,6
23,6
11,6
6,6
6,6
6,6
4,6
6,6
6,6
22,6
6,6
7,6
4,6
6,6
28,6
7,7
20,7
3,7
20,7
7,7
7,7
18,7
7,7
7,7
7,7
7,7
7,7
6,7
7,7
7,7
7,7
29,7
7,7
7,7
7,7
8,7
7,7
7,7
7,7
14,7
7,7
3,7
7,7
7,7
7,7
7,7
7,7
7,7
7,7
20,7
7,7
7,7
7,7
7,7
29,7
14,7
7,7
7,7
9,7
7,7
7,7
7,7
33,7
7,7
7,7
7,7
7,7
0,7
7,7
7,7
7,7
7,7
7,7
8,8
8,8
8,8
8,8
8,8
27,8
8,8
8,8
0,8
8,8
8,8
18,8
8,8
8,8
40,8
8,8
8,8
6,8
8,8
8,8
8,8
8,8
3,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
7,8
8,8
8,8
8,8
8,8
8,8
22,8
8,8
8,8
8,8
8,8
8,8
8,8
9,8
8,8
7,8
5,8
8,8
3,8
8,8
8,8
8,8
23,8
8,8
8,8
18,8
18,8
7,8
9,9
9,9
9,9
9,9
4,9
3,9
21,9
18,9
9,9
20,9
9,9
5,9
14,9
12,9
9,9
18,9
36,9
9,9
9,9
9,9
9,9
9,9
17,9
9,9
20,9
4,9
0,9
9,9
37,9
9,9
9,9
9,9
9,9
5,9
9,9
9,9
9,9
9,9
9,9
9,9
17,9
9,9
9,9
3,9
9,9
6,9
9,9
3,9
9,9
12,9
9,9
9,9
9,9
9,9
9,9
5,9
5,9
9,9
2,10
10,10
10,10
10,10
2,10
10,10
10,10
26,10
10,10
10,10
2,10
10,10
10,10
10,10
10,10
10,10
25,10
10,10
10,10
2,11
3,11
9,11
7,11
18,11
28,11
19,11
18,11
37,11
18,11
27,11
20,11
17,11
11,11
5,11
37,11
18,11
2,11
2,11
0,11
12,12
12,12
12,12
14,12
6,12
9,12
20,12
12,12
12,12
0,12
6,12
9,12
23,12
14,12
44,12
5,12
12,12
12,12
12,12
5,12
13,13
13,13
13,13
13,13
1,13
45,13
7,13
13,13
13,13
5,13
39,13
13,13
1,13
14,13
13,13
13,13
13,13
35,13
4,13
6,14
14,14
14,14
14,14
5,14
18,14
14,14
24,14
13,14
2,14
6,14
14,14
5,14
20,14
17,14
7,14
6,14
2,14
14,14
38,15
20,15
23,15
15,15
18,15
9,15
15,15
8,15
11,15
5,15
18,15
23,15
9,15
37,15
9,15
15,15
9,15
4,15
17,15
9,15
16,16
16,16
16,16
17,16
16,16
16,16
16,16
5,16
16,16
16,16
24,16
16,16
16,16
16,16
16,16
35,16
16,16
16,16
2,16
16,16
17,17
17,17
0,17
38,17
46,17
6,17
23,17
13,17
23,17
7,17
44,17
9,17
6,17
4,17
4,17
14,17
9,17
23,17
17,17
18,18
17,18
9,18
33,18
3,18
3,18
18,18
0,18
33,18
7,18
15,18
9,18
44,18
5,18
18,18
2,18
18,18
7,18
18,18
7,18
19,19
47,19
18,19
19,19
21,19
19,19
19,19
19,19
9,19
19,19
8,19
19,19
19,19
19,19
9,19
19,19
19,19
19,19
3,19
33,19
0,20
18,20
5,20
7,20
9,20
6,20
9,20
28,20
2,20
20,20
21,21
37,21
30,21
20,21
7,21
11,21
21,21
7,21
21,21
3,21
8,22
22,22
8,22
7,22
22,22
8,22
29,22
22,22
22,22
3,22
38,23
9,23
13,23
15,23
23,23
17,23
8,23
3,23
9,23
9,23
24,24
24,24
24,24
24,24
24,24
24,24
24,24
24,24
24,24
24,24
25,25
25,25
25,25
25,25
25,25
13,25
25,25
25,25
13,25
10,25
26,26
26,26
8,26
26,26
3,26
0,26
16,26
26,26
2,26
26,26
11,27
27,27
11,27
46,27
6,27
2,27
28,27
17,27
5,27
9,27
9,28
28,28
7,28
9,28
44,28
11,28
44,28
8,28
7,28
14,28
29,29
7,29
29,29
29,29
29,29
23,29
29,29
11,29
9,29
28,29
26,30
22,30
30,30
30,30
5,30
13,31
21,31
10,31
2,31
42,31
26,32
8,32
18,32
4,32
36,32
17,33
12,33
4,33
8,33
18,33
34,34
34,34
34,34
34,34
34,34
17,35
35,35
9,35
0,35
2,35
38,36
36,36
27,36
14,36
36,36
9,37
18,37
7,37
27,37
28,37
44,38
38,38
20,38
6,38
11,38
39,39
39,39
39,39
2,39
1,39
29,40
18,40
3,40
41,41
1,41
41,41
13,42
2,42
4,42
0,43
7,43
6,43
9,44
28,44
4,44
1,45
2,45
1,45
20,46
21,46
17,46
2,47
2,47
7,47
7,48
7,48
8,48
